tutorial,id,name,school,gender,cgpa,team
,,Layla Hughes,CCEB,Female,4.11,1015
,,Destiny Li,CoB (NBS),Female,4.19,1015
,,Angela Tan,CEE,Female,4.14,1015
,,Brielle Scarlett,CEE,Female,4.27,1016
,,Aisha Noor,CCEB,Female,4.11,1016
,,Charlotte Perez,SSS,Female,4.19,1016
,,Kira Lee,CCDS,Female,4.14,1016
,,Bina Patel,SBS,Female,4.27,1017
,,Zoe Murphy,CCDS,Female,4.11,1017
,,Ivy Yu,CoB (NBS),Female,4.19,1017
,,Grace Wu,MAE,Female,4.14,1017
,,Eko Prasetyo,SPMS,Male,3.8,1018
,,Amira Rahman,SPMS,Female,4.11,1018
,,Mila Perez,CoB (NBS),Female,4.19,1018
,,Shreya Choudhury,EEE,Female,4.27,1018
,,Lakshmi Rao,CEE,Female,4.14,1018
,,Fergus Mendoza,CoB (NBS),Male,4.11,1019
,,Maisie Lee,MAE,Female,4.11,1019
,,Ying Xiu,CoB (NBS),Female,4.19,1019
,,Priscilla Tan,CoB (NBS),Female,3.88,1019
,,Xue Mei,EEE,Female,4.14,1019
,,Ethan White,SoH,Male,4.11,1020
,,Lian Xu,CCDS,Female,4.11,1020
,,Roxanne Chan,SSS,Female,4.19,1020
,,Riya Sharma,NIE,Female,3.88,1020
,,Eleanor Hayes,SBS,Female,4.14,1020
,,Vy Nguyen,WKW SCI,Male,4.11,1021
,,Zoe Ali,SoH,Female,4.19,1021
,,Avery Wilson,SBS,Female,4.11,1021
,,Wanda Cruz,CoB (NBS),Female,3.88,1021
,,Yuki Sato,MAE,Female,4.14,1021
,,Zachary Lee,CoB (NBS),Male,4.11,1022
,,Nguyen Thi Lan,SSS,Female,4.19,1022
,,Abigail White,MAE,Female,4.11,1022
,,Zoe Wong,SSS,Female,3.88,1022
,,Alexandra Orlova,SBS,Female,4.14,1022
,,Benjamin Huang,WKW SCI,Male,4.11,1023
,,Meena Iyer,CoB (NBS),Female,4.19,1023
,,Zain Qureshi,MSE,Female,4.11,1023
,,Lucy Watson,WKW SCI,Female,3.88,1023
,,Soo-Jung Kim,CCEB,Female,4.14,1023
,,Nikhil Sharma,WKW SCI,Male,4.11,1024
,,Miriam Alvarado,SoH,Female,4.19,1024
,,Stella Green,SBS,Female,4.11,1024
,,Sadia Ali,MAE,Female,3.93,1024
,,Pamela Tan,CoE,Female,4.14,1024
,,Noah Morris,SoH,Male,4.11,1025
,,Linh Tran,ADM,Female,4.19,1025
,,Kai Zhang,CoE,Female,4.11,1025
,,Celeste Bautista,ADM,Female,3.88,1025
,,Ella Tan,EEE,Female,4.14,1025
,,Shun Takahashi,SSS,Male,4.11,1026
,,Anaya Shah,SSS,Female,4.19,1026
,,Ying Yi,CCDS,Female,4.11,1026
,,Amira Yusof,SSS,Female,3.88,1026
,,Fatimah Noor,CCEB,Female,4.14,1026
,,Jie Zhang,EEE,Male,4.03,1027
,,Alana Lee,CoB (NBS),Female,4.19,1027
,,Kevin Ross,SSS,Male,4.11,1027
,,Ling Liu,SBS,Female,4.11,1027
,,Quiana Villanueva,CoB (NBS),Female,3.88,1027
,,Hassan Malik,MAE,Male,4.03,1028
,,Suriya Tan,CoB (NBS),Female,4.19,1028
,,Ying Mei,MAE,Female,4.11,1028
,,Derek Martinez,NIE,Male,4.11,1028
,,Tran Thi Luong,SSS,Female,3.88,1028
,,Meera Menon,EEE,Female,3.92,1029
,,Owen Hill,CCDS,Male,4.03,1029
,,Samantha Khan,CoB (NBS),Female,4.19,1029
,,Sana Rehman,CCDS,Female,4.11,1029
,,Luca Torres,SSS,Male,4.11,1029
,,Tommy Wu,EEE,Male,4.03,1030
,,Fatima Bhatia,ASE,Female,4.19,1030
,,Maya Torres,CCDS,Female,3.92,1030
,,Qing Liu,CoE,Female,4.11,1030
,,Jackson Moore,CoB (NBS),Male,4.11,1030
,,Alina Malik,CoB (NBS),Female,4.19,1031
,,Carter Thompson,SPMS,Male,4.03,1031
,,Olivia Miller,WKW SCI,Female,3.87,1031
,,Sabrina Zhao,CCEB,Female,4.11,1031
,,Aditi Bhat,CoB (NBS),Male,4.11,1031
,,Savannah Taylor,SoH,Female,4.19,1032
,,Asher Clark,SBS,Male,4.03,1032
,,Priya Roy,EEE,Female,4.11,1032
,,Harper Tan,SBS,Female,3.92,1032
,,Carlito Morales,SoH,Male,4.11,1032
,,Areeba Khan,CoB (NBS),Female,4.19,1033
,,Minh Tran,CCDS,Male,4.03,1033
,,Amna Bukhari,CCEB,Female,4.11,1033
,,Peyton Simmons,CoB (NBS),Female,3.87,1033
,,Joshua Murphy,NIE,Male,4.11,1033
,,Nina Phillips,SBS,Female,4.11,1034
,,Fahim Hussein,CCDS,Male,4.03,1034
,,Siti Nur,SoH,Female,3.87,1034
,,Cameron Tan,LKCMedicine,Male,4.11,1034
,,Henry Hill,WKW SCI,Male,4.1,1034
,,Hannah Smith,CoE,Female,4.11,1035
,,Isaac Thompson,EEE,Male,4.03,1035
,,Kira Cruz,CCDS,Female,3.92,1035
,,Kiran Sethi,SoH,Male,4.11,1035
,,Kunal Joshi,ASE,Male,4.1,1035
,,Zara Chang,MSE,Female,4.11,1036
,,Nancy Yeo,SSS,Female,4.08,1036
,,Rekha Menon,EEE,Female,3.92,1036
,,Jesse Mendoza,ASE,Male,4.11,1036
,,Kade Wu,LKCMedicine,Male,4.1,1036
,,Amelia Kim,CCDS,Female,4.11,1037
,,Prashant Joshi,CCEB,Male,4.03,1037
,,Isha Rani,SoH,Female,3.87,1037
,,Julian Bennett,SoH,Male,4.11,1037
,,Finn Walker,ADM,Male,4.1,1037
,,Zane Wong,CCDS,Male,4.03,1038
,,Ella Gonzalez,CCEB,Female,3.92,1038
,,Saanvi Kapoor,NIE,Female,3.87,1038
,,Connor Murphy,SoH,Male,4.11,1038
,,Yunfeng,CoB (NBS),Male,4.1,1038
,,Nova Ong,SSS,Female,4.08,1039
,,Nora Pineda,MAE,Female,3.92,1039
,,Malcolm Yang,CoB (NBS),Male,4.11,1039
,,Nikhil Singhal,SoH,Male,4.1,1039
,,Logan Taylor,CCDS,Male,4.02,1039
,,Alondra Santos,CoB (NBS),Female,4.08,1040
,,Felicia Tan,CEE,Female,3.92,1040
,,Liam Reyes,NIE,Male,4.11,1040
,,Liam Davis,SoH,Male,4.1,1040
,,Finnley Brooks,EEE,Male,4.02,1040
,,Jacob Howard,EEE,Male,4.03,1041
,,Sakshi Gupta,SSS,Female,3.87,1041
,,Ella Garcia,CEE,Female,3.92,1041
,,Colin Wong,SSS,Male,4.11,1041
,,Shen Ming,NIE,Male,4.1,1041
,,Aisha Ali,SPMS,Female,4.13,1042
,,Sophie Sanders,SSS,Female,3.87,1042
,,Jaxon Kim,CoB (NBS),Male,4.11,1042
,,Petrus Santoso,CoB (NBS),Male,4.1,1042
,,Zhou Wei,SBS,Male,4.02,1042
,,Raghav Reddy,CEE,Male,4.03,1043
,,Jasmine Lim,SBS,Female,3.92,1043
,,Naya Tan,CCDS,Female,3.92,1043
,,Ethan Thomas,NIE,Male,4.11,1043
,,Brayden Cooper,NIE,Male,4.1,1043
,,Shreya Iyer,CoB (NBS),Female,4.08,1044
,,Yuki Yamamoto,MAE,Female,3.92,1044
,,Nathan Tan,CoB (NBS),Male,4.11,1044
,,David Wu,SoH,Male,4.1,1044
,,Ayaan Shah,CCDS,Male,4.02,1044
,,Ashton Lee,EEE,Male,4.03,1045
,,Soo-Yeon Jang,SBS,Female,3.92,1045
,,Vikram Nair,ADM,Male,4.11,1045
,,Yuki Takeda,EEE,Female,3.92,1045
,,Dimas Santoso,CoB (NBS),Male,4.1,1045
,,Emma Davis,EEE,Female,4.13,1046
,,Logan Thompson,ASE,Male,4.11,1046
,,Lina Cheong,CCEB,Female,3.92,1046
,,Ming Yue,ADM,Male,4.1,1046
,,Nathan Lim,EEE,Male,4.02,1046
,,Ngoc Ho,SSS,Female,4.08,1047
,,Michael Zhang,CoB (NBS),Male,4.11,1047
,,Arjun Deshmukh,SoH,Male,4.1,1047
,,Violet Yip,MAE,Female,3.92,1047
,,Kian Wei Lim,EEE,Male,4.02,1047
,,Zhang Bo,EEE,Male,4.03,1048
,,Ferdie Navarro,SSS,Male,4.1,1048
,,Asher Kim,NIE,Male,4.11,1048
,,Mila Richardson,EEE,Female,3.92,1048
,,Shalini Rao,EEE,Female,3.92,1048
,,Miho Nishimura,ADM,Female,4.08,1049
,,Zhen Wei,CoB (NBS),Male,4.1,1049
,,Jin Tao,SoH,Male,4.11,1049
,,Zayne Jackson,CCDS,Male,4.02,1049
,,Amaya Tan,SPMS,Female,3.92,1049
,,Maggie Kwan,CCEB,Female,3.91,1050
,,Saira Raza,CoB (NBS),Female,4.08,1050
,,Peishan,ASE,Male,4.1,1050
,,Aminah Binte,CCEB,Male,4.02,1050
,,David Stewart,CoB (NBS),Male,4.11,1050
,,Kira Yamada,CCDS,Female,4.26,1051
,,Nina Binti Noor,ASE,Female,3.86,1051
,,Xander Morris,EEE,Male,4.03,1051
,,Hugo Wang,LKCMedicine,Male,4.1,1051
,,Gavin Wu,SPMS,Male,4.02,1051
,,Daphne Tan,CCEB,Female,4.26,1052
,,Sophie Tsai,CoB (NBS),Female,4.08,1052
,,Jin Wei Tan,SoH,Male,4.1,1052
,,Zachary Patel,CCDS,Male,4.02,1052
,,Pablo Mendoza,MAE,Male,4.02,1052
,,Nisha Gupta,CoB (NBS),Female,4.21,1053
,,Alia Mohd,EEE,Female,3.91,1053
,,Dong Chen,EEE,Male,4.03,1053
,,Marwan Bin Ali,WKW SCI,Male,4.1,1053
,,Wyatt Yang,EEE,Male,4.02,1053
,,Sofia Hernandez,CCDS,Female,4.26,1054
,,Nina Butler,SBS,Female,3.91,1054
,,Dhruv Sharma,CCEB,Male,4.03,1054
,,Kong Jian,CoB (NBS),Male,4.1,1054
,,Ahmad Bin Azhar,CEE,Male,4.02,1054
,,Jason Tan,CCDS,Male,4.16,1055
,,Linda Thomas,LKCMedicine,Female,3.86,1055
,,Ravi Reddy,SPMS,Male,4.03,1055
,,Mira Sulaiman,CCEB,Female,3.91,1055
,,Kou Suzuki,CoB (NBS),Male,4.1,1055
,,Daphne Li,EEE,Female,4.26,1056
,,Sandeep Sharma,CCEB,Male,4.03,1056
,,Noor Rani,EEE,Female,3.91,1056
,,Suresh Kumar,ADM,Male,4.1,1056
,,Jack Ng,EEE,Male,4.02,1056
,,Nolan Reyes,MAE,Male,4.16,1057
,,Jing Li,CoB (NBS),Female,4.08,1057
,,Sadia Bukhari,MAE,Female,3.91,1057
,,Kirk Lee,SSS,Male,4.1,1057
,,Dante Lewis,CoE,Male,4.02,1057
,,Liu Yang,SPMS,Male,4.16,1058
,,Ravi Gupta,MAE,Male,4.03,1058
,,Aria Rogers,CoB (NBS),Female,3.86,1058
,,Tanya Bhatia,CoB (NBS),Female,3.86,1058
,,Jinlong,CoB (NBS),Male,4.1,1058
,,Harlow Chen,CCEB,Female,4.26,1059
,,Sanjana Mehta,ASE,Female,4.08,1059
,,Marco Garcia,SSS,Male,4.1,1059
,,Daniel Campbell,CCDS,Male,4.02,1059
,,Matthew Lee,EEE,Male,4.02,1059
,,Avery Chan,CoB (NBS),Female,4.21,1060
,,Amite Agarwal,CoE,Male,4.03,1060
,,Ying Li,SSS,Female,3.86,1060
,,Toni Agustian,CoB (NBS),Male,4.1,1060
,,Nashit Khan,CoE,Male,4.02,1060
,,Jia Wei,EEE,Male,4.16,1061
,,Ki-Hoon Kim,CCDS,Male,4.03,1061
,,Kendra Alvarado,EEE,Female,3.91,1061
,,Priya Patel,CoB (NBS),Female,3.86,1061
,,Surya Kumar,WKW SCI,Male,4.1,1061
,,Tobias Alonzo,MSE,Male,4.16,1062
,,Yuri Chekhov,CCDS,Male,4.03,1062
,,Xiangrong,CoB (NBS),Male,4.1,1062
,,Sana Rani,MAE,Female,3.91,1062
,,Ashley Thompson,EEE,Female,3.91,1062
,,Aarav Verma,MAE,Male,4.16,1063
,,Ishaan Mehta,CCDS,Male,4.03,1063
,,Arif Hussain,CoB (NBS),Male,4.1,1063
,,Nadia Khan,EEE,Female,3.91,1063
,,Nina Li,MAE,Female,3.91,1063
,,Amelia Young,MAE,Female,4.26,1064
,,Vinay Nair,SSS,Male,4.1,1064
,,Kazuko Watanabe,SSS,Female,4.08,1064
,,Karan Joshi,CoE,Male,4.02,1064
,,Jett Li,CCDS,Male,4.02,1064
,,Taro Suzuki,CCEB,Male,4.16,1065
,,Tristan Lim,ASE,Male,4.1,1065
,,Oliver Gray,MSE,Male,4.03,1065
,,Valentina Mikhailova,CCEB,Female,3.91,1065
,,Ayla Turner,SoH,Female,3.86,1065
,,Isaac Wu,CoB (NBS),Male,4.1,1066
,,Nora Bell,CCDS,Female,4.26,1066
,,Rebecca Ong,SBS,Female,4.13,1066
,,Gunnar Yang,EEE,Male,4.02,1066
,,Asher Edwards,CEE,Male,4.02,1066
,,Ravi Tan,SoH,Male,4.1,1067
,,Chloe Ng,SSS,Female,4.21,1067
,,Sameer Khan,SBS,Male,4.03,1067
,,Aaron Wu,CEE,Male,4.02,1067
,,Mei Wong,SoH,Female,3.86,1067
,,Liam Walker,WKW SCI,Male,4.1,1068
,,Kenny Lim,MAE,Male,4.16,1068
,,Aarohi Kapoor,CoB (NBS),Female,4.08,1068
,,Mason Carter,CoE,Male,4.02,1068
,,Yuna Nakamura,CCDS,Female,3.91,1068
,,Hendrix Yang,SoH,Male,4.1,1069
,,Cristian Martinez,EEE,Male,4.03,1069
,,Sania Malik,SSS,Female,4.21,1069
,,Grayson Lee,EEE,Male,4.02,1069
,,Amara Belle,SBS,Female,3.91,1069
,,Zahid Bin Rahman,SoH,Male,4.1,1070
,,Mei Ling,CCEB,Female,4.13,1070
,,Vikas Yadav,CCDS,Male,4.16,1070
,,Freddy Martinez,CCDS,Male,4.02,1070
,,Elisa Rivera,MAE,Female,3.91,1070
,,Emery Wu,NIE,Male,4.1,1071
,,Rohan Chaudhary,CCDS,Male,4.03,1071
,,Yasmin Cruz,SPMS,Female,4.26,1071
,,Greg Tsang,EEE,Male,4.02,1071
,,Disha Mehta,CoB (NBS),Female,3.86,1071
,,Carter Moore,NIE,Male,4.1,1072
,,Johan Sari,CCDS,Male,4.03,1072
,,Lucy Rogers,MSE,Female,4.26,1072
,,Tarun Khanna,EEE,Male,4.02,1072
,,Chloe Robinson,MAE,Female,3.91,1072
,,Dahlia Morales,CoB (NBS),Female,4.08,1073
,,Sakshi Bhatia,EEE,Female,4.26,1073
,,Nash Lee,CEE,Male,4.02,1073
,,Kong Ming,CCDS,Male,4.02,1073
,,Scarlett Evans,CoB (NBS),Female,4.2,1073
,,Ibrahim Zain,EEE,Male,4.03,1074
,,Fiona Yeo,WKW SCI,Female,4.21,1074
,,Minghao,EEE,Male,4.02,1074
,,Jayden Lee,MAE,Male,4.02,1074
,,Huilin,SoH,Female,4.2,1074
,,Tania Chan,SSS,Female,4.08,1075
,,Hana Kim,CCDS,Female,4.26,1075
,,Winston Santos,CCDS,Male,4.02,1075
,,Luca Murphy,SPMS,Male,4.02,1075
,,Fathima Khan,CCEB,Female,4.25,1075
,,Trevor Lim,EEE,Male,4.03,1076
,,Samantha Murphy,SPMS,Female,4.26,1076
,,Rinawati Rahim,CCDS,Male,4.02,1076
,,Lily Rogers,CoB (NBS),Female,4.2,1076
,,Ricky Tan,CCDS,Male,4.02,1076
,,Colton Ross,CCEB,Male,4.03,1077
,,Isaiah Cooper,CCEB,Male,4.02,1077
,,Gianna Kim,CCEB,Female,4.26,1077
,,Chandra Dewi,CoB (NBS),Female,4.2,1077
,,Cody Evans,SBS,Male,4.02,1077
,,Hao Chen,EEE,Male,4.03,1078
,,Danish Malik,CEE,Male,4.02,1078
,,Kanika Verma,SBS,Female,4.26,1078
,,Siti Fatimah,NIE,Female,4.2,1078
,,Caleb Lim,CCDS,Male,4.02,1078
,,Kieran Tan,CCDS,Male,4.03,1079
,,Victor Parker,MAE,Male,4.02,1079
,,Aria Morales,CCEB,Female,4.26,1079
,,Scarlett Hernandez,LKCMedicine,Female,4.2,1079
,,Travis Wong,CCDS,Male,4.02,1079
,,Avery Lee,SBS,Male,4.03,1080
,,Luca Walker,CCDS,Male,4.02,1080
,,Layla Chen,SSS,Female,4.21,1080
,,Lily Ho,CoB (NBS),Female,4.2,1080
,,Aubrey Collins,CEE,Female,3.91,1080
,,Caleb Bennett,EEE,Male,4.03,1081
,,Ali Salam,MAE,Male,4.02,1081
,,Nisha Tan,CoB (NBS),Female,4.21,1081
,,Kavya Menon,CoB (NBS),Female,4.2,1081
,,Zara Binti Zain,CEE,Female,3.91,1081
,,Wyatt Price,CCEB,Male,4.03,1082
,,Luca Wu,EEE,Male,4.02,1082
,,Addison Clarke,SPMS,Female,4.26,1082
,,Diana Binti Jasmi,NIE,Female,4.2,1082
,,Ellie Bell,LKCMedicine,Female,3.86,1082
,,Jasper Lim,CCEB,Male,4.02,1083
,,Hannah Wong,ASE,Female,4.08,1083
,,Meera Rao,EEE,Female,4.26,1083
,,Binghua,CCDS,Female,4.25,1083
,,Margo Wang,CoE,Female,3.91,1083
,,Bella Perry,EEE,Female,3.9,1084
,,Talha Ali,CoE,Male,4.02,1084
,,Emilio Garcia,CoE,Male,4.03,1084
,,Mira Zhao,SBS,Female,4.26,1084
,,Piper Yip,SSS,Female,4.2,1084
,,Isabella Thomas,CCDS,Female,3.9,1085
,,Rizwan Ahmad,CCDS,Male,4.02,1085
,,Sophie Fox,LKCMedicine,Female,4.08,1085
,,Rina Matsui,EEE,Male,4.16,1085
,,Kiran Desai,CoB (NBS),Female,4.2,1085
,,Tara Wati,NIE,Female,3.85,1086
,,Henry Tsang,CCDS,Male,4.02,1086
,,Chandan Sharma,CCEB,Male,4.03,1086
,,Carter Edwards,CCDS,Male,4.16,1086
,,Anushka Verma,MSE,Female,4.25,1086
,,Jun Liu,EEE,Female,3.9,1087
,,Bodhi Chen,CCEB,Male,4.02,1087
,,Dallas Liu,CCEB,Male,4.03,1087
,,Nia Lee,SSS,Female,4.21,1087
,,Zara Wong,CoB (NBS),Female,4.2,1087
,,Zara Malik,EEE,Female,3.9,1088
,,Jing Wei,CCDS,Male,4.02,1088
,,Rina Iyer,NIE,Female,4.08,1088
,,Layla Khan,EEE,Female,4.26,1088
,,Diana Binti Zain,SSS,Female,4.2,1088
,,Min-Jung Kim,ASE,Female,3.85,1089
,,Ethan Lee,CEE,Male,4.02,1089
,,Jin Xiu,SPMS,Male,4.03,1089
,,Aiden Thompson,EEE,Male,4.16,1089
,,Queenie Pineda,CoB (NBS),Female,4.2,1089
,,Amina Rahman,WKW SCI,Female,3.85,1090
,,Xiao Jun,CoE,Male,4.02,1090
,,Liam Patel,CCDS,Male,4.03,1090
,,Evelyn Kelly,MAE,Female,4.26,1090
,,Leena Joshi,SPMS,Female,4.25,1090
,,Ritika Joshi,MAE,Female,3.9,1091
,,Zach Lim,SPMS,Male,4.02,1091
,,Shiv Kumar,MAE,Male,4.03,1091
,,Michael Jackson,MSE,Male,4.16,1091
,,Ying Xuan Tan,ADM,Female,4.2,1091
,,Zarina Binti Ibrahim,CCEB,Female,3.9,1092
,,Eddie Cheung,SPMS,Male,4.02,1092
,,Xue Liu,WKW SCI,Female,4.08,1092
,,Wyatt Adams,SPMS,Male,4.16,1092
,,Naina Sharma,CoB (NBS),Female,4.2,1092
,,Charlotte Thomas,MAE,Female,3.9,1093
,,Hugo Wang,CCDS,Male,4.02,1093
,,Wei Zhang,CCEB,Male,4.03,1093
,,Chen Hui,CoB (NBS),Female,4.2,1093
,,Camila Lee,EEE,Female,4.26,1093
,,Pooja Mehra,SoH,Female,3.85,1094
,,Eddie Kwan,CoE,Male,4.02,1094
,,Ethan Hall,CCEB,Male,4.03,1094
,,Huda Binti Ali,MAE,Female,4.25,1094
,,Poppy Green,MAE,Female,4.26,1094
,,Dewi Astuti,MAE,Female,3.9,1095
,,Zhen Li,CoE,Male,4.02,1095
,,Soo-Hyun Kim,CCEB,Female,4.13,1095
,,Elaine Dela Cruz,CoB (NBS),Female,4.2,1095
,,Nashit Khan,EEE,Male,4.16,1095
,,Chandni Verma,CCDS,Female,3.9,1096
,,Vikram Gupta,EEE,Male,4.02,1096
,,Zayden Scott,CCDS,Male,4.03,1096
,,Lilah Diaz,CoB (NBS),Female,4.2,1096
,,Fiona Huang,SPMS,Female,4.26,1096
,,Samira Khan,CCEB,Female,3.9,1097
,,Wyatt Reed,CEE,Male,4.02,1097
,,Arvind Sharma,CEE,Male,4.03,1097
,,Mia Garcia,NIE,Female,4.2,1097
,,Gavin Flores,CCEB,Male,4.16,1097
,,Mi-Sook Kim,SSS,Female,3.85,1098
,,Gregory Wong,EEE,Male,4.02,1098
,,Dmitri Andreev,EEE,Male,4.03,1098
,,Aria Phillips,CoE,Female,4.25,1098
,,Serena Tan,CCEB,Female,4.26,1098
,,Sophie Mendoza,CCDS,Female,3.9,1099
,,Benjamin Lee,CCEB,Male,4.02,1099
,,Cheng Chen,CoE,Male,4.03,1099
,,Yun Chen,SSS,Female,4.2,1099
,,Delilah Tsai,CoB (NBS),Female,4.21,1099
,,Rina Patel,CCDS,Female,3.9,1100
,,Yao Liu,EEE,Male,4.02,1100
,,Aidan Ong,CCDS,Male,4.03,1100
,,Indriani Wulandari,SBS,Female,4.25,1100
,,Fiona Parker,SoH,Female,4.21,1100
,,Kylie Torres,EEE,Female,3.9,1101
,,Liam Young,CoE,Male,4.02,1101
,,Jonathan Yang,CCDS,Male,4.03,1101
,,Xiangqi,ADM,Female,4.2,1101
,,Tanisha Malhotra,ASE,Female,4.21,1101
,,Kenshin Nakamura,CCDS,Male,4.02,1102
,,Katherine Diaz,ADM,Female,3.85,1102
,,Marcus Turner,SPMS,Male,4.03,1102
,,Zara Santos,MAE,Female,4.25,1102
,,Saqib Khan,CoE,Male,4.16,1102
,,Aishwarya Nair,CCEB,Female,3.9,1103
,,Bodhi Li,SPMS,Male,4.02,1103
,,Clara Wu,CoB (NBS),Female,4.08,1103
,,Ritika Suresh,CoB (NBS),Female,4.2,1103
,,Keira Martinez,CCEB,Female,4.26,1103
,,Citra Amara,MSE,Female,3.9,1104
,,Nguyen Huu Phuc,CCEB,Male,4.02,1104
,,Karla Mendoza,CoB (NBS),Female,4.08,1104
,,Phuc Tran,CoB (NBS),Female,4.2,1104
,,Priti Choudhary,EEE,Female,4.26,1104
,,Minghao,MAE,Male,4.15,1105
,,Isabella Lee,CCDS,Female,3.9,1105
,,Ahmad Ramlie,CEE,Male,4.02,1105
,,Ananya Das,SSS,Female,4.08,1105
,,Zhou Min,CoB (NBS),Female,4.2,1105
,,Owen Nugroho,MAE,Male,4.15,1106
,,Reza Khan,CEE,Male,4.02,1106
,,Fatima Binti,CoB (NBS),Female,3.85,1106
,,Binh Nguyen,CEE,Male,4.03,1106
,,Devika Nair,CCEB,Female,4.25,1106
,,Ryder Ward,MAE,Male,4.15,1107
,,Usman Iqbal,SBS,Male,4.02,1107
,,Mira Binti Yusof,MAE,Female,3.9,1107
,,Sandeep Singh,EEE,Male,4.03,1107
,,Zainab Binti Jamal,SoH,Female,4.2,1107
,,Amit Agarwal,EEE,Male,4.15,1108
,,Soren Wu,CCDS,Male,4.02,1108
,,Shuang,CEE,Female,3.9,1108
,,Isaac Martinez,CCDS,Male,4.03,1108
,,Kangming,CoB (NBS),Female,4.2,1108
,,Dao Tran,MSE,Male,4.15,1109
,,Levi Price,CCDS,Male,4.02,1109
,,Emily Powell,SSS,Female,3.85,1109
,,Bunga Sari,CCDS,Female,4.25,1109
,,Paul Allen,MAE,Male,4.03,1109
,,Kiran Rao,SPMS,Male,4.15,1110
,,Hugo Huang,CEE,Male,4.02,1110
,,Nicole Lee,MAE,Female,3.9,1110
,,Puti Rahayu,CoB (NBS),Female,4.2,1110
,,Xena Nelson,CoB (NBS),Female,4.08,1110
,,Om Tan,CCEB,Male,4.15,1111
,,Samuel Cook,MAE,Male,4.02,1111
,,Jasmine Yeo,EEE,Female,3.9,1111
,,Elina Binti Mohd,SoH,Female,4.2,1111
,,Nikolai Semyonov,CoE,Male,4.03,1111
,,Rizqi Bin Farhan,MAE,Male,4.15,1112
,,Nguyen Van Phuc,CoE,Male,4.02,1112
,,Ruby Lee,CCEB,Female,3.9,1112
,,Xiang Li,CoB (NBS),Female,4.2,1112
,,Elias Bennett,CCDS,Male,4.03,1112
,,Jin Lee,SPMS,Male,4.15,1113
,,Jacob Edwards,EEE,Male,4.02,1113
,,Aubrey Morgan,CCEB,Female,3.9,1113
,,Nadia Rehman,SoH,Female,4.2,1113
,,Isabel Wong,CoB (NBS),Female,4.08,1113
,,Faisal Malik,CCDS,Male,4.15,1114
,,Eric Liu,CEE,Male,4.02,1114
,,Serena Lee,ASE,Female,3.85,1114
,,Hafizah Binti Rahman,CCEB,Female,4.25,1114
,,Ravi Kiran,SPMS,Male,4.03,1114
,,Nashit Lee,CEE,Male,4.15,1115
,,Zachary Tan,MAE,Male,4.02,1115
,,Kiran Tiwari,CCDS,Female,3.9,1115
,,Alina Yeo,SoH,Female,4.2,1115
,,Nisha Joshi,SSS,Female,4.08,1115
,,Ethan James,CCDS,Male,4.15,1116
,,Tariq Khan,EEE,Male,4.02,1116
,,Amy Yeo,SSS,Female,3.85,1116
,,Zhen Wei,MSE,Female,4.25,1116
,,Knox Yang,MSE,Male,4.03,1116
,,Tyler Reddy,EEE,Male,4.15,1117
,,Rei Takahashi,CoE,Male,4.02,1117
,,Aadhya Reddy,CCDS,Female,3.9,1117
,,Tina Goh,SSS,Female,4.2,1117
,,Maddox Torres,EEE,Male,4.03,1117
,,Lincoln Yang,CCDS,Male,4.15,1118
,,Alan Chan,MAE,Male,4.02,1118
,,Eleanor Scott,CCDS,Female,3.9,1118
,,Rina Matsumoto,CoB (NBS),Female,4.2,1118
,,Mia Lewis,MAE,Female,4.13,1118
,,Owais Javed,CoE,Male,4.15,1119
,,Adrian Tan,CCDS,Male,4.02,1119
,,Lila Chang,SBS,Female,3.9,1119
,,Hui Xuan,NIE,Female,4.2,1119
,,Samuel Torres,SBS,Male,4.03,1119
,,Kyle Yip,EEE,Male,4.02,1120
,,Zahrah Binti Noor,EEE,Male,4.15,1120
,,Zoe Perez,EEE,Female,3.9,1120
,,Phoebe Lim,NIE,Female,4.2,1120
,,Andre Green,SBS,Male,4.03,1120
,,Silas Wu,MAE,Male,4.02,1121
,,Ryan Edwards,CCDS,Male,4.15,1121
,,Wani Binti Amin,CEE,Female,3.9,1121
,,Lakshmi Iyer,CoB (NBS),Female,4.2,1121
,,Isaiah Lee,EEE,Male,4.03,1121
,,Oliver Chan,SPMS,Male,4.02,1122
,,Jun Yi Tan,CCDS,Male,4.15,1122
,,Kiera Tan,EEE,Female,4.25,1122
,,Lianhua,SoH,Female,3.85,1122
,,Sofia Patel,CCEB,Female,4.13,1122
,,Kenta Suzuki,CCDS,Male,4.02,1123
,,Nikhil Kumar,MAE,Male,4.15,1123
,,Mukti Bin Ibrahim,CoE,Male,3.8,1123
,,Suhana Roy,CoB (NBS),Female,4.2,1123
,,Amelia Thompson,NIE,Female,4.08,1123
,,Nguyen Van Cuong,CEE,Male,4.02,1124
,,Ryan James,CEE,Male,4.15,1124
,,Eli,MAE,Female,3.9,1124
,,Ava Lim,NIE,Female,4.2,1124
,,Benjamin Allen,SBS,Male,4.03,1124
,,Xiao Zhang,EEE,Male,4.02,1125
,,Ruiwen,MSE,Male,4.15,1125
,,Cahya Sari,MAE,Female,4.25,1125
,,Lina Wong,CoB (NBS),Female,3.85,1125
,,Maya Evans,MSE,Female,4.13,1125
,,Chad Dela Cruz,SPMS,Male,4.02,1126
,,Lucas Peterson,CCDS,Male,4.15,1126
